epoch,train_loss,train_acc,val_loss,val_acc
1,0.7870104781218937,0.6643835616438356,0.7647189299265543,0.6794871794871795
2,0.779044760125024,0.6757990867579908,0.7903055946032206,0.6282051282051282
3,0.7438570729323796,0.7191780821917808,0.8023802439371744,0.6282051282051282
4,0.7438498905726841,0.7191780821917808,0.7172974944114685,0.717948717948718
5,0.7092478317873818,0.7214611872146118,0.7481151223182678,0.6794871794871795
6,0.6434114341224942,0.7602739726027398,0.7333762844403585,0.717948717948718
7,0.5648519375494548,0.7785388127853882,0.7694292863210043,0.7307692307692307
8,0.6550943979195186,0.7442922374429224,0.7507247527440389,0.6794871794871795
9,0.6122018652302879,0.7374429223744292,0.7896323800086975,0.7051282051282052
10,0.6638171268360955,0.7420091324200914,0.9016469717025757,0.6025641025641025
